question,options,correct_label
"The explosion of nitroglycerin, which releases large volumes of gases, is what type of reaction?",a) endothermic b) exothermic c) energetic d) exponential,b
What done ozone help protect against?,a) x-rays b) ultraviolet rays c) gamma rays d) helium rays,b
"What category of food includes sugars, starches and fibers?",a) enzymes b) alcohols c) carbohydrates d) proteins,c
"What are substances that the body needs for energy, building materials, and control of body processes?",a) nutrients b) carbons c) acids d) molecules,a
"What law shows the relationships among temperature, volume, and pressure?",a) Newton's law b) Murphy's Law c) combined gas d) Law of Conservation,c
What 2 things keep polar bears warm in their arctic ecosystem?,"a) camouflage, blubber b) thick fur, blubber c) colourful fur , blubber d) hibernation, thick fur",b
What two things are a phospholipid molecules composed of?,"a) hydrophillic head , and adhesion tails b) hemophillic head, and substrate tails c) hydrophillic head , and hydrophobic tails d) hydrophillic head , and substrate tails",c
"When plants reproduce, the offspring has characteristics similar to the?",a) cousins b) parents c) grandparents d) siblings,b
Algae are like plants mainly because they contain what?,a) chloroplasts b) organelles c) cell wall d) cells,a
The radius of an atom is defined as one-half the distance between the nuclei in a molecule consisting of two identical atoms joined by what?,a) ionic bond b) hydrogen bond c) covalent bond d) metallic bond,c
What is it called when a mistake occurs in dna replication.,a) degradation b) radiation c) adaptation d) mutation,d
Birds are thought to have evolved around 150 million years ago from what?,a) teradactils b) theropod dinosaurs c) parrot dinosaurs d) raptor dinosaurs,b
The mostly subterranean lifestyle of stone plants reduces water loss from evaporation and inhibits what?,a) chlorophyll b) reactions c) photosynthesis d) tissues,c
What is the term for the process in which an area that has never before been colonized changes through time?,a) ecological succession b) environmental succession c) colony succession d) continuous succession,a
All the major landmasses moved together to form one supercontinent in which period?,a) cambrian b) Cenozoic c) permian d) Mesozoic,c
A problem with using food chains to describe ecosystems is that some organisms can feed on or be consumed by species from more than one of what level?,a) biome level b) trophic level c) habitat level d) pH level,b
What is the practical application of scientific principles and discoveries to develop things that make our lives easier?,a) engineering b) Movement c) experiment d) component,a
"In plants, a cell plate is formed during cell cytokinesis by golgi vesicles fusing at the what?",a) chromosomes plate b) mitosis plate c) metaphase plate d) tectonic plate,c
What is the type of volcano with a tall cone shape that you picture when picturing a volcano?,a) inactive b) active c) advanced d) composite,d
The amount of what entering the eyes helps control the biological clock?,a) energy b) air c) heat d) light,d
"Protists are classified as animal-like, plant-like, or what else?",a) virus - like b) bacteria - like c) fungus-like d) pathogen - like,c
Satellite and schwann cells are the two types of what kind of cell found in the pns?,a) epidermal b) osteoclast c) dendritic d) glial,d
What compound has positive and negative ions?,a) protein b) covalent c) ionic d) hydrocarbon,c
What can be calculated given the mass and speed of an object?,a) harmonic energy b) systematic energy c) kinetic energy d) residual energy,c
Earthquakes mark the motions of colliding plates and the locations where plates plunge into what?,a) the core b) the mantle c) the crust d) the mesosphere,b
The ambrosia beetle bores holes in?,a) leaves b) dirt c) tree bark d) flowers,c
"What effect, related to weather forecasting, occurs not only for sound but for any wave when there is relative motion between the observer and the source?",a) pulse b) precipitation c) doppler d) echo,c
What is the science of how traits are passed from parents to offspring?,a) alleles b) heredity c) cross matching d) genetics,b
"When an electron transitions from an excited state to a less excited state, or ground state, the difference in energy is emitted as a what?",a) nucleus b) quark c) photon d) neutron,c
Water from the land and oceans enters the atmosphere by which process?,a) condensation b) evaporation c) absorption d) transpiration,b
What country put seven salyut space stations into orbit between 1971 and 1982?,a) China b) soviet union c) United States d) Japan,b
"The result of what, in places like the amazon rainforest, is that food will be harder to produce, clean water will be harder to find, and development of new medicines will become slower?",a) biological loss b) pollution loss c) biodiversity loss d) environmnental loss,c
What does rising and sinking air influence in a region?,a) temperature b) precipitation c) tides d) erosion,b
Refracting and reflecting telescopes are optical telescopes that use lenses to gather what?,a) electricity b) magnetic force c) sound d) light,d
Via what process do substance move from one cell to another?,a) downregulation b) plasmodesmata c) reverse transferase d) autolysis,b
What is a stellar remnant that is very dense?,a) white star b) the sun c) asteroids d) white dwarf,d
What methods allow scientists to add to scientific knowledge and gain a better understanding of the world?,a) early investigations b) close investigations c) slow investigations d) through investigations,d
What is the largest level of organization?,a) protein b) organism c) genome d) organelle,b
"Living species of chordates are classified into three major subphyla: vertebrata, urochordata, and what?",a) xerophyte b) cephalochordata c) spirogyra d) invertebrates,b
"What force explains why a tennis ball bounces differently on different surfaces, and shoes slip on some surfaces but stick on others?",a) kinetics b) friction c) vibration d) temperature,b
The term ion applies to entire molecules that are?,a) electrically charged b) magnetic c) positively charged protons d) neutrally charged,a
Silicon and germanium react with nitrogen at high temperature to form what?,a) oxides b) nitrides c) isotopes d) carbonates,b
What bond is the force of attraction that holds together oppositely charged ions?,a) harmonic b) ionic c) iconic d) magnetic,b
What is the pairing of an adult male to an adult female to produce young?,a) evolution b) binary fission c) mating d) asexual reproduction,c
The cell expels waste and other particles through a process called what?,a) metamorphisis b) exocytosis c) biosynthesis d) endocytosis,b
"What are diodes, transistors, and integrated circuits examples of?",a) computer parts b) radio parts c) machine parts d) electronic components,d
Shedding of dead cells ensures constant renewal of what outer layer of the skin?,a) epidermis b) cuticle c) scale d) dermis,a
What causes cumulus clouds to grow upward?,a) convection currents b) gas currents c) moisture currents d) mantle currents,a
What term is used to describe a region getting significantly less precipitation than normal for an extended period of time?,a) drought b) doldrums c) flood d) dog days,a
What is the name for compounds that contain only carbon and hydrogen?,a) carbohydrates b) hydrocarbons c) particles d) carbides,b
"What human disease is caused by a defective enzyme that is unable to produce melanin, the pigment responsible for the color of skin and hair?",a) mutations b) albinism c) hemophilia d) anemia,b
Individuals with sickle cell anemia have crescent-shaped what?,a) nerve cells b) red blood cells c) white blood cells d) glial cells,b
Nearly all weather occurs in the lower part of what?,a) the lithosphere b) the atmosphere c) the mesosphere d) the ionosphere,b
"For skeletal development, the most common template is what?",a) cartilage b) collagen c) calcium d) membrane,a
The body's second line of defense against pathogens includes which response?,a) anxiety b) inflammatory c) blood d) reaction,b
"Hiv is a retrovirus, which means it reverse transcribes its rna genome into what?",a) ribosomes b) atp c) dna d) amino acid chains,c
Plants can tell the time of day and time of year by sensing and using various wavelengths of what,a) sunlight b) lunar cycles c) precipitation d) moisture,a
"In eukaryotes, the major mechanism for shuffling genes is what?",a) asexual reproduction b) suggesting reproduction c) sexual reproduction d) subject reproduction,c
The vas deferens and ejaculatory ducts transport sperm from the epididymes to the urethra in what system?,a) cardiovascular system b) male reproductive system c) digestive system d) famous reproductive system,b
What do nearly all animals have in common with regards to digestion?,a) external digestion of food b) complete digestion of food c) problematic digestion of food d) internal digestion of food,d
What are the secretions released by the endocrine glands called?,a) acids b) fluids c) hormones d) enzymes,c
What are chromosomes in the same pair called?,a) homologous chromosomes b) homogeneous chromosomes c) reversible chromosomes d) regulated chromosomes,a
What do you call plastids that contain the green pigment chlorophyll?,a) Leucoplasts b) Gerontoplasts c) chloroplasts d) Chromoplasts,c
What important and unusual physical property (for birds) do ostriches and penguins share?,a) bonelessness b) waterproofness c) flightlessness d) webbed feet,c
What are changes in membrane potential that vary continuously with the strength of a stimulus are known as?,a) reverse potentials b) kinetic energy c) variable potentials d) graded potentials,d
"The moon has a crust, mantle, and a?",a) core b) magnetic field c) ice cap d) mountain range,a
What type of coal is formed at lower temperatures?,a) clean b) bituminous c) calcareous d) limestones,b
What can sodium ions not pass through?,a) benthic lipid bilayer b) nonpolar lipid bilayer c) Lipid Control d) narrowness lipid bilayer,b
What happens when the kidneys cannot remove wastes from the blood?,a) choanocyte failure b) tissue failure c) intestinal failure d) kidney failure,d
What is another name for nearsightedness?,a) presbyopia b) astigmatism c) myopia d) hyperopia,c
What is the innermost layer of the sun called?,a) the core b) Photosphere c) Chromosphere d) Convection Zone,a
What device is used to study charge?,a) nannostomus b) microscope c) microtome d) electroscope,d
What term is used to describe large numbers of species that go extinct in a short amount of time?,a) mass extinction b) organic extinction c) species extinction d) formation extinction,a
What is the tiny male gametophyte enclosed in a tough capsule?,a) pollen b) nitrogen c) calcium d) Cell Capsule,a
"When zinc reacts with hydrochloric acid, the reaction bubbles vigorously as which type of gas is produced?",a) nitrogen b) hydrogren c) oxygen d) chlorine,b
Structural adaptations in flying animals often contribute to reduced what?,a) blood flow b) respiration c) body mass d) eyesight,c
What diagram is used to reflect evolutionary relationships among organisms or groups of organisms?,a) conceptual tree b) relationships tree c) biodiversity tree d) phylogenetic tree,d
What is the energy called that is stored in matter?,a) stored energy b) possible c) mechanical d) potential,d
"What is the term for traits that show wide variation, such as height, skin color, and eye color?",a) maladaptive traits b) recessive traits c) polygenic traits d) inherited traits,c
"Which system in the human body consists of the heart, a network of blood vessels, and blood?",a) circulatory system b) cardiac system c) nervous system d) cardiovascular system,d
Volume is another way of measuring what?,a) height b) material c) length d) weight,b
What do you call a science that aims to find solutions to practical problems?,a) experimental science b) evolved science c) applied experience d) applied science,d
"What term describes weathering that occurs as water expands when it freezes, wedging apart rock?",a) chemical weathering b) cleavage c) erosion d) mechanical weathering,d
How many pairs of chromosomes are found in human cells?,a) 13 b) 24 c) 25 d) 23,d
An aqueous solution is a homogeneous mixture in which the most abundant component is what?,a) water b) blood c) air d) oxygen,a
What happens to light when it reflects from a rough surface?,a) gets diffused b) reflects c) becomes isolated d) becomes concentrated,a
Isothermal expansion is a process occurring without a change in?,a) weight b) precipitation c) variation d) temperature,d
Nearly all fish reproduce sexually and have what?,a) separate sexes b) single sexes c) flexible sexes d) modified sexes,a
"Cilia and flagella are generally associated with what function in organisms, whether the function is internal or external?",a) digestion b) reproduction c) movement d) sight,c
Do particles collide more in two reactants when they are both in fluid forms or solid forms?,a) plasma b) fluid c) neither d) solid,b
The process of moving from areas of high amounts to areas of low amounts is called what?,a) transfer b) filtration c) deposition d) diffusion,d
Vascular tissue allowed these plants to do what?,a) live shorter b) grow smaller c) have more flowers d) grow taller,d
What were the first forms of life on earth?,a) eukaryotes b) aniryotes c) protists d) prokaryotes,d
What warms the base of the mantle creating convection currents there?,a) mantle soil b) molten lava c) the hot core d) the hot regenerate,c
What do we call an incorrect test result that should have been positive?,a) false negative b) false positive c) personal negative d) external positive,a
The conversion factor between solubility and molar solubility of a compound is known as what?,a) molar value b) mass effect c) molar mass d) stochastic mass,c
What describes the process of vesicles fusing with the plasma membrane and releasing their contents to the outside of the cell?,a) autolysis b) expulsion c) endocytosis d) exocytosis,d
"Out of the four ways that allele frequencies of a population can be changed, which way is caused by individuals leaving or joining the population?",a) gene flow b) spontaneous mutation c) Allopatric speciation d) mass extinction,a
"What kind of bond doesn't form molecules, but instead forms crystals?",a) magnetic bonds b) electron bonds c) covalent bonds d) ionic bonds,d
Where does the natural synthesis of lactose occur?,a) ovarian tissue b) mammary tissue c) liver tissue d) nervous tissue,b
The ratio between the radii of a wheel and axle determines what?,a) introduced mechanical advantage b) ideal mechanical advantage c) theoretical mechanical advantage d) fundamental mechanical advantage,b
What is the first stage of cellular respiration called?,a) glycolysis b) appetite c) photosynthesis d) reproduction,a
Many species use their body shape and coloration to avoid being detected by what?,a) biology b) males c) predators d) viruses,c
A reference point is used in measurement to make what?,a) estimation b) deviation c) focal point d) regression,a
Why do adult herbivores in a herd surround their young?,a) to keep them warm on long cold nights b) to show them love c) to protect them from other adult herbivores d) to protect them as they are vulnerable to predators,d
"When orders are sent from your brain to your legs, these signals pass through what type of cells?",a) molecules b) skin cells c) nerve cells d) mobility cells,c
What is the leading cause of soil erosion?,a) volcanic explosions b) tidal winds c) running water d) glacier movement,c
What class of organisms help decompose matter to release nutrients and make nutritious food for other organisms ?,a) yeast b) coral c) fungi d) bacteria,c
A pedigree is a chart which shows the inheritance of a trait over several what?,a) centuries b) organisms c) events d) generations,d
The release of calcium ions initiates what?,a) exhalation b) spasms c) muscle contractions d) cramps,c
The electron released during beta decay is not an orbital electron but an electron whose origin was where?,a) connected to the nucleus b) orbiting the nucleus c) outside the nucleus d) in the nucleus,d
What is created by the polymerization of glucose?,a) cellulose b) methane c) glucose d) carbonate,a
"Fungi reproduce asexually by fragmentation and either sexually or asexually via what lightweight, windblown structures?",a) ions b) lesions c) spores d) seeds,c
The desire to understand how and why things happen is shared by all branches of what?,a) government b) population c) science d) society,c
The scientific revolution took place where starting in the 1500s?,a) africa b) europe c) north america d) south america,b
Ionic bonds are electrostatic attractions between two oppositely charged what?,a) gasses b) compounds c) ions d) molecules,c
What is the theoretical event that began the universe often called?,a) dark matter b) Coreolis effect c) big bang d) string theory,c
"In the cardiovascular system, net filtration pressure represents the interaction of osmotic pressures and what other pressures?",a) hydrophilic b) hydrostatic c) homeostatic d) uptake,b
What attracts the earth to the sun?,a) the moon b) weight c) gravity d) light,c
Fermat’s principle states that light will always take the path of least amount of?,a) resistance b) momentum c) time d) energy,c
Many enzymes require nonprotein helpers for what activity?,a) functional b) kinetic c) hydrogen d) catalytic,d
What is often a result of untreated atherosclerosis?,a) seizures b) heart disease c) cancer d) a heart attack or stroke,d
The hormones epinephrine and norepinephrine are released by what?,a) external medulla b) nutrients medulla c) adrenal medulla d) uptake medulla,c
How many possible alleles do the majority of human genes have?,a) two or less b) three or more c) two or more d) less than four,c
"What occurs during the new moon and full moon, due to gravitational pull?",a) spring tides b) spring floods c) spring waves d) spring storms,a
Alleles that carry deadly diseases are usually which type?,a) recessive b) dominant c) predominant d) inherited,a
What releases fatty acids and other components from fats and phospholipids?,a) enzymatic hydrolysis b) peristaltic hydrolysis c) enzyme respiration d) metabolism,a
What kind of energy comes from the position of a charged particle in an electric field?,a) potential energy b) solar energy c) thermal energy d) mechanical energy,a
What does interstellar medium consist of?,a) gravitational waves b) the strong force c) dark matter d) thinly spread gas and dust,d
Sickle-cell disease significantly impairs the function of what?,a) circulatory system b) metabolism system c) nervous system d) limbic system,a
What is the enlarged tip of the penis called?,a) testicular point b) outer penis c) angles penis d) glans penis,d
What do you call the point at which the entire weight of a body may be considered to be concentrated?,a) center of earth b) center of gravity c) direction of gravity d) complex of gravity,b
At how many places does points source pollution enter water?,a) three b) two c) one d) four,c
What do monarch butterfly larvae depend on for their food?,a) milkweeds b) honey c) pollen d) seaweed,a
"As lava cools, tiny iron-rich crystals line up with earth’s what?",a) magnetic field b) molecular field c) gravitational field d) oceans,a
What do we call the amount of time a substance is stored in a reservoir?,a) residence time b) presence time c) storage time d) latency,a
Osmotic pressure is important in biological systems because cell walls are what?,a) variably membranes b) theonym membranes c) semipermeable membranes d) impassable,c
When does the diploid zygote form?,a) never b) before the haploid zygote c) before the pollen tube d) after the pollen tube,d
What is the minimum number of times a partial lunar eclipse will occur each year?,a) 11 b) two c) six d) five,b
Microscopes were first developed in the early 1600s by this trade?,a) polyurethane makers b) food makers c) eyeglass makers d) watch makers,c
What do we call the temperature at which a substance melts?,a) melting point b) precipitation point c) boiling point d) evaporation point,a
"What is the small, dense region at the center of the atom that consists of positive protons and neutral neutrons?",a) proton b) photon c) electron d) nucleus,d
"By  multiplying the force applied by the perpendicular component of the moment arm,what is determined?",a) radiation b) pressure c) torques d) intensities,c
What carry messages from our sensory organs and others to the central nervous system?,a) nerves b) blood vessels c) fibers d) valves,a
What do you call the space around a charged particle where the particle exerts electric force on other charged particles?,a) electric field b) powered field c) melodic field d) charged field,a
Natural convection is driven by what forces?,a) thermal b) gravitational c) magnetic d) buoyant,d
Materials that can be magnetized are called?,a) iron materials b) inclusions materials c) atoms materials d) ferromagnetic materials,d
The overall purpose of the light-dependent reactions is to convert light energy into this?,a) chemical reactions b) photosynthesis c) thermal energy d) calories,a
Jellyfish belong to which phylum?,a) porifera b) analidae c) cnidaria d) mycobacteria,c
"Along with changes in the shape of the resonant cavity, growth of what organ in pubescent boys leads to the difference in predominant frequencies in speech between men and women?",a) trachea b) esoophagus c) larynx d) pharynx,c
What intensifies the response during homeostasis?,a) pure loops b) negative feedback loops c) pressure loops d) positive feedback loops,d
What is captured by the sticky structure at the top of the style called the stigma?,a) sunlight b) pollen c) precipitation d) fungi,b
What is the term for a sac filled with fluid or other material?,a) tumor b) blister c) lesion d) cyst,d
"What organ protects the body from injury, water loss, and microorganisms?",a) liver b) hair c) skin d) heart,c
In which phase do the sister chromatids separate?,a) passivation b) prophase c) latent phase d) anaphase,d
"Pinocytosis or ""cellular drinking,"" occurs when the plasma membrane folds inward to form a channel allowing dissolved substances to enter what?",a) homeostasis b) proteins c) cell d) nucleus,c
"Adult tunicates also develop a sac, called a what?",a) skirt b) tunic c) frill d) hood,b
What is the common measure of how hot or cold something is?,a) variation b) precipitation c) weight d) temperature,d
Aquatic biomes in the ocean are called what?,a) marine biomes b) aquiomes c) tundra d) water biomes,a
Oxygen reaches what veinless part of the eye by diffusing through its tear layer?,a) retina b) membranes c) cornea d) pupil,c
Compound light microscopes use lenses to do what?,a) burn light b) stop light c) twist light d) focus light,d
"What are the ""code words"" of the genetic code?",a) codons b) polymers c) lipids d) nucleotides,a
What processes allow for the greatest range of rotation within the vertebral column and facilitate the movement of the head?,a) lateral b) vertical c) anterior d) articular,d
What property does coulomb electric force depend upon?,a) electric half b) electric charge c) electric case d) electric neutral,b
What is the process of changing something from a gas to a liquid?,a) combustion b) sublimation c) condensation d) fermentation,c
What are the two divisions of vascular plants?,a) seedless and semi-seeded b) root and seed c) aquatic and terrestrial d) seedless and seed,d
"What contains carbon, hydrogen, and oxygen in a ratio of 1:2:1?",a) magnesium b) sodium c) helium d) carbohydrate,d
"During interphase of what process, each chromosome is duplicated, and the sister chromatids formed during synthesis are held together at the centromere region by cohesin proteins?",a) meiosis b) digestion c) apoptosis d) mitosis,a
"Like animals, cyanobacteria possess what kind of biological rhythm?",a) variable rhythm b) music rhythm c) brain rhythm d) circadian rhythm,d
The ocean is the largest marine biome. it is a continuous body of salt water that is relatively uniform in chemical composition; it is a weak solution of mineral salts and decayed what?,a) uranium atoms b) rock shards c) metal ores d) biological matter,d
What two tubes extend from the upper corners of the uterus?,a) Cervical b) ovarian c) ovary d) fallopian,d
"What term describes a wave in which particles of the medium vibrate at right angles, or perpendicular, to the direction that the wave travels?",a) stimulation wave b) symmetrical wave c) drainage wave d) transverse wave,d
"Exemplified by rusty iron, what process is defined as the disintegration of a material due to chemical reactions with other substances in the environment?",a) extraction b) magnesium c) Metal Breakdown d) corrosion,d
What is a renewable resource that can take thousand of years to form?,a) water b) sunlight c) soil d) wind,c
Impenetrable what underlies the soil of the forest?,a) groundwater b) structure c) topsoil d) bedrock,d
"What is the term for when two opposing processes reach the same speed, resulting in no overall change?",a) homeostasis b) neutralization c) acceleration d) equilibrium,d
What term describes the number and kinds of species in a location or on the planet?,a) biodiversity b) ecosystem c) habitat d) Allopatric speciation,a
What energy is stored in a person or object?,a) potential energy b) stored energy c) kinetic energy d) mechanical energy,a
What do we call a peptide hormone composed of nine amino acids that lowers blood pressure?,a) bufotenin b) bradykinin c) angiotensin d) parcnid,b
Which lymphoid organ is situated in the upper chest?,a) thyroid gland b) pancreas c) thymus d) spleen,c
What is calculated by subtracting the smallest value from the largest value?,a) the density b) the median c) the range d) the sample,c
Birds actually have two basic types of feathers: flight feathers and?,a) down feathers b) colorful plumes c) shed feathers d) landing feathers,a
What is the name for the process of charging an object by touching it with another charged object?,a) charging by connection b) charging by convection c) charging by transfer d) charging by conduction,d
Labor is the muscular contractions to expel the fetus and placenta from where?,a) tumors b) lungs c) uterus d) anus,c
What are topographic maps that show water depths called?,a) bathymetric maps b) solenoid maps c) Water Table maps d) morainic maps,a
What is the radula made mostly of?,a) casein b) chitin c) schist d) chlorophyll,b
Energy transferred solely due to a temperature difference is called?,a) humidity b) magnetic energy c) chemical energy d) heat,d
In which organ does a baby develop?,a) pancreas b) uterus c) pelvis d) ovaries,b
What part of an experiment or other investigation consists of the individuals or events that are studied?,a) hypothesis b) sample c) independent variable d) experimental control,b
The intentional release or spread of agents of disease is known as what?,a) disaster b) bioterrorism c) pandemic d) act of war,b
"If pressure is exerted on the rock from one direction, the rock forms layers. this is called what?",a) protonation b) sedimentation c) stratification d) foliation,d
What term is used to describe the average weather of a place over many years?,a) climate b) meteorology c) landscape d) atmosphere,a
A long chain of monosaccharides linked by glycosidic bonds is known as what?,a) polymers b) Fructose c) polysaccharide d) sulfate,c
How do genes located on separate nonhomologous chromosomes sort?,a) mechanically b) typically c) independently d) intradependently,c
What type of mass movement is a sudden movement of large blocks of rock and soil down a slope?,a) slump b) deluge c) downturn d) resurgence,a
What consists of structures that produce eggs and secrete female sex hormones?,a) female neural system b) asexual reproductive system c) female reproductive system d) male reproductive system,c
Lactic acid fermentation is common in muscle cells that have run out of what?,a) helium b) oxygen c) carbon d) nitrogen,b
How many sets of chromosomes does each somatic cell have?,a) two b) one c) six d) four,a
"Nonflowering vascular plants have three basic types of leaves: microphylls, fronds, and what other type?",a) tubes b) needles c) stems d) molds,b
What is the most common plant-like protist?,a) invasive algae b) unicellular algae c) mundane algae d) esoteric algae,b
What biochemicals mediate changes in target cells by binding to specific receptors?,a) amino acids b) hormones c) acids d) enzymes,b
New land can be created when what happens to a volcano?,a) it dies b) it stays dormant c) it evolves d) it erupts,d
"To calculate acceleration without a change in direction, you just divide the change in velocity by the change in what?",a) size b) weight c) height d) time,d
What is reduced and forms part of the gelatinous disks sandwiched between the vertebrae in humans?,a) the sacrum b) the notochord c) the pelvis d) the clavicle,b
What type of relationship is parasitism?,a) hypodermic relationship b) enzymatic relationship c) primordial relationship d) symbiotic relationship,d
What two things are used in optical instruments to reflect or refract light?,a) prisms and microscopes b) mirrors and magnifiers c) orientations and lenses d) mirrors and lenses,d
What physical property of matter reflects how closely packed the particles of matter are?,a) makeup b) mass c) build up d) density,d
What type of boiling point do nonmetals normally have?,a) low b) high c) odd d) even,a
Coxal glands collect liquid waste from what?,a) plasma b) lungs c) heart d) blood,d
The main organs of the cardiovascular system are the blood vessels and what else?,a) heart b) alveoli c) lung d) capillaries,a
What substance flows over the land from precipitation or melting snow or ice?,a) lava b) water c) air d) nitrogen,b
Most turtle bodies are covered by a special bony or cartilaginous shell developed from their what?,a) spines b) tails c) ribs d) fins,c
What device uses an electromagnet to change electrical energy to kinetic energy?,a) melodic motor b) public motor c) electric motor d) Magnetic motor.,c
What causes the particles of medium to move parallel to the direction of the wave?,a) fluid waves b) mechanical waves c) Sound waves. d) longitudinal waves,d
"Which state of matter lacks a fixed volume, fixed shape, and consists of charged particles?",a) ions b) electrons c) atoms d) isotopes,a
What type of cell transmits electrical impulses in the nervous system?,a) nerve cell b) Large Cell c) toxin cell d) trace cell,a
What is the force pushing a rocket called?,a) direction b) momentum c) thrust d) friction,c
"In headwater streams, what plant process is mostly attributed to algae that are growing on rocks?",a) reproduction b) mitosis c) symbiosis d) photosynthesis,d
What is the term that refers to stored chemical energy in organic matter or wastes?,a) biomass energy b) starch energy c) potential energy d) nuclear energy,a
The process of photosynthesis ultimately gets powered by what kind of energy?,a) electricity b) light c) nonrenewable energy d) biofuel,b
A binary molecular compound is a molecular compound that is composed of what?,a) two elements b) four atoms c) two atoms d) four elements,a
"Within the first 8 weeks of gestation, a developing embryo establishes the rudimentary structures of all of its organs and tissues from the ectoderm, mesoderm, and endoderm. this process is called what?",a) parthenogenesis b) biosynthesis c) organogenesis d) abiogenesis,c
What goes through different larval stages?,a) sponges b) crustaceans c) octopuses d) plants,b
What is the major cause of chronic respiratory disease as well as cardiovascular disease and cancer?,a) exercise b) diet c) smoking d) drinking,c
"Monotremes, marsupials, and placental mammals are subclasses of what?",a) amphibians b) birds c) mammals d) reptiles,c
What type of mammal gives birth to young that need to develop further in the mother's pouch after birth?,a) humans b) whales c) aborigines d) marsupials,d
What is the measure of how closely molecules are packed together?,a) volume b) length c) frequency d) density,d
What is the leading cause of lung cancer?,a) tuberculosis b) heredity c) chewing tobacco d) tobacco smoke,d
"The golgi removes some sugar monomers and substitutes others, producing a large variety of what?",a) fats b) electrolytes c) proteins d) carbohydrates,d
"Parenchymal, collenchymal, and sclerenchymal cells are associated with what types of living things?",a) primates b) plants c) parasites d) fungi,b
What is the name of the location in which a stream or river starts?,a) source b) mouth c) shore d) spring,a
What disease occurs when cells in the breast grow out of control and form a tumor?,a) muscular cyst b) breast cancer c) muscle cancer d) adult breast growth,b
What process refers to the changes that occur in populations of living organisms over time?,a) spontaneous mutation b) adaptation c) evolution d) variation,c
Alkenes can react with what to form alcohols?,a) proteins b) water c) sugars d) air,b
Wind blown sand contributes to what type of erosion?,a) filtration b) sedimentary c) vegetation d) abrasion,d
Bases are ionic compounds consisting of hydroxide ions and a what?,a) cinion b) sulfate c) cation d) carbonate,c
What causes the menstrual cycle to be repeated?,a) uteris b) lack of fertilization c) ovaries d) gravity,b
What happens when turgid cells in a nonwoody tissue push against each other?,a) the tissues merge b) the tissue dies c) the tissue melts d) the tissue stiffens,d
What is the waxy substance that epidermal cells secrete?,a) bile b) cuticle c) cellulose d) saliva,b
What is the length of the route between two points?,a) speed b) velocity c) direction d) distance,d
"According to the first law of thermodynamics, what can neither be created nor destroyed?",a) energy b) fuel c) food d) light,a
What are the three primary pigment colors?,"a) red, white, blue b) cyan, yellow, magenta c) red, green, blue d) green, orange, purple",b
How do organophostbate pesticides work?,a) inhibiting cryptosporidium b) inhibiting testosterone c) inhibiting reticulum d) inhibiting acetylcholinesterase,d
"In the case of a light bulb, electricity is converted to light and what kind of energy?",a) abstract b) nuclear c) chemical d) thermal,d
"Where in relation to the home, are levels of vocs found to be higher?",a) outdoors b) indoors c) in Fields d) On slopes,b
Density and pressure of air decreases with what?,a) horizontal distance b) temperature c) humidity d) altitude,d
Energy is absorbed in the process of converting a liquid at its boiling point into a what?,a) gas b) plasma c) solid d) mesh,a
Images in what type of mirror are reversed left and right but not reversed top and bottom?,a) convex b) concave c) plane mirror d) virtual,c
What do cells produce as they age?,a) wrinkles b) carcinogens c) oxidants d) proto-oncogenes,d
"The body of the simplest sponges takes the shape of a cylinder with a large central cavity, called?",a) spirogyra b) spicule c) spongocoel d) vacuole,c
"Laid on dry land by reptiles, amniotic eggs have what that prevents them from drying out?",a) waterproof membranes b) double yolks c) double shells d) oil coating,a
What three rs represent the steps that you personally can take to conserve our natural resources and minimize waste?,"a) remove, reduce, reuse b) reduce, reuse, re-educate c) reduce, reuse, recycle d) rinse, reuse, recycle",c
What is the process that allows organisms with better traits to survive and produce?,a) spontaneous mutation b) natural selection c) adaptation d) succession,b
What is the term for a substance that increases the rate of a chemical reaction but is not changed or used up in the reaction?,a) an acid b) a catalyst c) a contribute d) a mechanism,b
What type of compounds can form crystals?,a) molecular compounds b) ionic compounds c) magnetic compounds d) integral compounds,b
"In grazing, a predator partially eats but does not kill what?",a) time b) prey c) predators d) pack,b
"Bone tissues include compact bone, spongy bone, bone marrow, and?",a) epithelium b) esophagus c) cartilage d) periosteum,d
What type of bacteria causes the disease called tuberculosis?,a) streptococcus b) mycobacterium c) E. coli d) staphylococcus,b
"Studies have shown that not only does reproduction have a cost as far as how long male fruit flies live, but also fruit flies that have already mated several times have limited amounts of this?",a) sperm b) dna c) eggs d) chromosomes,a
What are the two most common causes of diseases?,a) bacteria and viruses b) viruses and protazoa c) nutritional deficiencies d) bacteria and protazoa,a
"Organic compounds are defined as covalently bonded compounds containing carbon, excluding carbonates and what else?",a) oxides b) acids c) crystals d) gases,a
What drives the turbine in a thermonuclear reactor?,a) wind energy b) magnets c) heated oil d) heated water or steam,d
What is the term for physicians and scientists who research and develop vaccines and treat and study conditions ranging from allergies to aids?,a) vaccinologists b) endocrinologists c) virologists d) immunologists,d
Where are temperatures the lowest?,a) at the equator b) in asia c) at the poles d) over the oceans,c
Protecting the surface of metal prevents what?,a) corrosion b) extraction c) diffusion d) evaporation,a
What type of tissues are major barriers to the entry of pathogens into the body?,a) mucosal b) vascular c) nasal d) skin,a
Trash that gets into fresh and saltwater waterways is called what type of debris?,a) water b) aquatic c) ocean d) pollution,b
